Pleb_Rank,Betweenness_Rank,Eigenvector_Rank,PageRank,Weighted_Degree_Rank,Channels_Rank,Capacity_Rank,alias,Node_Type,Total_Capacity,Num_Channels,Public_Key
10771,11064,10712,5913,11049,11117,11011,e5f8f83ad7-sphinx,,70k sats,1.0,03f6d968b8374bd39ca63a37407953a8b06f39284277d2a2775531b4c343c47be0
10772,11066,10713,5914,11051,11119,11013,99010304cf-sphinx,,70k sats,1.0,030c6e7190817a31404533a5e4ac9719e076394e9851bd9ec81021c6dcd6d50587
10773,11067,10714,5915,11052,11120,11014,3a4176412b-sphinx,,70k sats,1.0,02b5ae1e3b84bd5044edd1f8d545eac76a81b73130fcd3f49a983303e8714a6d68
10774,11068,10715,5916,11053,11121,11015,4f75e29575-sphinx,,70k sats,1.0,03f5589408910cbb7994fed1d61778f4313fe79338261a908313efaf386e6751ec
10775,11069,10716,5917,11054,11122,11016,2a72489d7f-sphinx,,70k sats,1.0,034efafa359054f194a65b9635411283d5a7f32ba32291d987ab57733925960fbd
10776,11070,10717,5918,11055,11123,11017,74d28ea04d-sphinx,,70k sats,1.0,0315a426129af99d0fb6896663718cb8d6cd599cda8c0baf6f38e4d2b0aa202125
10777,11071,10718,5919,11056,11124,11018,30a0d5087b-sphinx,,70k sats,1.0,020c73426eed4387e58bc72f2a6d59527cf0e68b136029b59dcd81fe9a75122469
10778,11073,10719,5920,11058,11126,11020,830c02391c-sphinx,,70k sats,1.0,03f3de440b9b3e4cc6ddf174863d5182ad2cca61594f402fe203b86babe5f121e8
10779,11074,10720,5921,11059,11127,11021,27240958dc-sphinx,,70k sats,1.0,02b16569291ab96ecd9ea16da7ce056957959aca85ee4bc1699ccb563fc1ee0190
10780,11075,10721,5922,11060,11128,11022,7e28602568-sphinx,,70k sats,1.0,020e40859c4e3190b7d57591523aba3c0215df263f5d427f64f1e0ed78a6fd9f9d
10781,11077,10722,5923,11062,11130,11024,542849afb8-sphinx,,70k sats,1.0,02af1c429c4d2323dec23cee85c4d976a5af4d6c7e8d758110bb31af1e984062d9
10782,11079,10723,5924,11064,11132,11026,ccf8f20f6d-sphinx,,70k sats,1.0,02adcb9e1fa947811d60e3dcbdbc5ebdd11dc1d0c03ad1a24055a14e30436bdc54
10783,11080,10724,5925,11065,11133,11027,668b16583f-sphinx,,70k sats,1.0,03f17195f02442634fe5e7a9bbf22442e39f4d0019e013e9edb80cd84de4ef1eb0
10784,11081,10725,5926,11066,11134,11028,4a10fca641-sphinx,,70k sats,1.0,020ffa9d6006877f9e2847c4dbf0929bb5fc114db96ab975bbb3ae47489266249b
10785,11082,10726,5927,11067,11135,11029,e07c3547c4-sphinx,,70k sats,1.0,036c06622ff85549fa1802c3a622128aadc1a0ee5a64f2d62d81dc9a5bdbd6bdec
10786,11083,10727,5928,11068,11136,11030,5048e362dc-sphinx,,70k sats,1.0,03f0ec0675d6e67c61ee336a741c1959a18dc52fe2b5f5aa483d16de67f83fd916
10787,11084,10728,5929,11069,11137,11031,263e0fee68-sphinx,,70k sats,1.0,03f0a2f7e0543b2c824159230282889d21738a3cb431a45a7d9ba2c9808e5eeac1
10788,11085,10729,5930,11070,11138,11032,3e224c39d0-sphinx,,70k sats,1.0,02aca02fdbe960dda204566dd708ca27ab86b1619694113fbc4e302b87dfbae0b9
10789,11086,10730,5931,11071,11139,11033,c3b3715787-sphinx,,70k sats,1.0,0211c4bfe907619aadbe58fa2746ba0ec1630bb5a3465eb4dedc1687c29a707912
10790,11087,10731,5932,11072,11140,11034,f428d8b8db-sphinx,,70k sats,1.0,036eee6ec76462057c799c4ae5a549f1776fe901e8ebfa86787dbf8d2fa17f7da2
10791,11089,10732,5933,11074,11142,11036,0fae040281-sphinx,,70k sats,1.0,0207f7ba56e81532bc1f628a53f98c9ecddb40519e813fee4345dcfbff3c7043ca
10792,11092,10733,5934,11076,11144,11038,af757eca8e-sphinx,,70k sats,1.0,0357797743658935d6cf4147e1b0bb4f0d093d2575f70c3a0f627fa03b56983e3c
10793,11093,10734,5935,11077,11145,11039,5ff0560882-sphinx,,70k sats,1.0,02c5e96b45a61e6980546a3fc5f29beac0fe13281606175565dac747d93961b347
10794,11094,10735,5936,11078,11146,11040,6522f61aaf-sphinx,,70k sats,1.0,03ff5613bcb4cca582dab93b53bd274bc746c9f33c72d4d9e2feb533dd59cb1362
10795,11095,10736,5937,11079,11147,11041,4e44f88764-sphinx,,70k sats,1.0,02019e807002c987f5890819173cc959e834914f020b1aa2cee797dad4e2835abe
10796,11096,10737,5938,11080,11148,11042,1ef0332ebf-sphinx,,70k sats,1.0,0357a8a6b730dc59b31ca6b2babb8579cd86786e77e2fde1778e4280841211bccb
10797,11097,10738,5939,11081,11149,11043,78b4f8b10f-sphinx,,70k sats,1.0,0201d532c0579e2e473b8390e7d6bd516d9004e73d3d45eb1c610cc5662a999d46
10798,11098,10739,5940,11082,11150,11044,e036f8fabb-sphinx,,70k sats,1.0,02c4a9aae8395e6348daa13b56ffbbd88f685462e5bd3c7422f31f99d95f42c49d
10799,11099,10740,5941,11083,11151,11045,acf569fd37-sphinx,,70k sats,1.0,0356cc21419fbb59a91edf9978e6e97dde7b77c0817c32f743fd8b0990b350ae68
10800,11100,10741,5942,11084,11152,11046,e56820833d-sphinx,,70k sats,1.0,02c3c807973f68a865bb6f2dfc0df894bfd1978f13442e014d63d9924a628f43e6
10801,11101,10742,5943,11085,11153,11047,2f391a32c1-sphinx,,70k sats,1.0,02c3317a42758e636139e9b7ba5e16a3d20be5a344522d34ff77b78b8c2f103689
10802,11102,10743,5944,11086,11154,11048,e94069e698-sphinx,,70k sats,1.0,03fd8cc2d81e7f52c05b799372c2dc16120fe1723f3d8dbd26bca8ab26bbddffad
10803,11103,10744,5945,11087,11155,11049,f410f7b40c-sphinx,,70k sats,1.0,02c28360293672b172e725f4dd21474758cd790215a802d41143f49914b30f8b7c
10804,11104,10745,5946,11088,11156,11050,c22bf8133c-sphinx,,70k sats,1.0,02c0e3ec910e93168fbeb6f94358fbef6d7b6c0b7215d4dc4138e24930d1bc30ae
10805,11105,10746,5947,11089,11157,11051,2aaba68ed4-sphinx,,70k sats,1.0,03fc6d310725b476d13b98302da17335639f85af939c5a1262090b1c6be439c3bd
10806,11106,10747,5948,11090,11158,11052,d7bbe7cf91-sphinx,,70k sats,1.0,035cf11d50e2cbaf6ae476146ce668a29ce6e804ffb52c31609ff8e300db138d56
10807,11108,10748,5949,11091,11159,11053,e9b9fe9f5f-sphinx,,70k sats,1.0,03fa5693c4fac0c2600251abb9fe7ab76f216dc97490186f9415de3f3eff7a2879
10808,11109,10749,5950,11092,11160,11054,5038d87182-sphinx,,70k sats,1.0,030f2b7f7f34f0842ecf53eeb41e594da78ecc32adedf9a1cda939032081707292
10809,11110,10750,5951,11093,11161,11055,e03897786c-sphinx,,70k sats,1.0,02c8e3451a3a3d38ccffc650ccb7e5ee631801afbfd99824489f858c95ed425d27
10810,11111,10751,5952,11094,11162,11056,88965dd7e0-sphinx,,70k sats,1.0,0353c531e685760b1629ddf57803bbe46eab373be1a4c4a5563d62675e4c4d9417
10811,11113,10752,5953,11096,11164,11058,98cdca46e3-sphinx,,70k sats,1.0,02bc737d75930a90a9c213a7edc49e745cee785b91c485aa1af88e7a2ac686191e
10812,11114,10753,5954,11097,11165,11059,523d3b992b-sphinx,,70k sats,1.0,0207271bbe0a744d5ec18e3aecd54904feb5e498c2fa65e4802b7710f26b61daa2
10813,11115,10754,5955,11098,11166,11060,caef7b8c84-sphinx,,70k sats,1.0,02ca26594a347aa9cbbfee97cdf6a03b98f2fb7d68a86575357f955085d44293d9
10814,11116,10755,5956,11099,11167,11061,2ae60169c9-sphinx,,70k sats,1.0,03ef19be3ad3ad9cad67b36c2a3cb351d03e84204fcb3570dcaf7377624fd4e20e
10815,11117,10756,5957,11100,11168,11062,64237e20ac-sphinx,,70k sats,1.0,0317457f81989344d1cc7493ec3f2ade2db23d5904a5c4c50b72bd1c863a740690
10816,11118,10757,5958,11101,11169,11063,f76bcb3cd5-sphinx,,70k sats,1.0,03890a79478181e6950e0749a1a0c1ede82cf2e42472fe3e39f7672a27c5cfe671
10817,11119,10758,5959,11102,11170,11064,998813f204-sphinx,,70k sats,1.0,02954a2c04682d28788ae836c5f8c7930bf2342da04af933aea469cf6cc4980d9c
10818,11120,10759,5960,11103,11171,11065,03563c1ad9-sphinx,,70k sats,1.0,02940e8bee45943b51f035b29956c8652a3adde669c7d9ca1cfc4cdd228a808858
10819,11121,10760,5961,11104,11172,11066,6f2d604866-sphinx,,70k sats,1.0,034322a0c57b2f1b283e68f97afa90f0144fcac3dec137880443473379cecf51fa
10820,11122,10761,5962,11105,11173,11067,7ec8b85d2b-sphinx,,70k sats,1.0,021d5be0572823a3243432dc8812563126a2142c475a477289469d2907f32b193b
10821,11123,10762,5963,11106,11174,11068,f6b6e9ee6e-sphinx,,70k sats,1.0,0382be13a74c0d87201ece2a2616fbe8fe5ef88c09e5b1144489f47f1058a77cbe
10822,11125,10763,5964,11107,11175,11069,c91baf0779-sphinx,,70k sats,1.0,03044e5af89e06b3aa7574775fdbcd3ec20fef9244d34996c80bb2aa5946ea3ab5
10823,11126,10764,5965,11108,11176,11070,648acc2ad9-sphinx,,70k sats,1.0,0383b97cd2b7a1e5b43748e4e805cf68615cda1cf87de962802f0e5407de0690c4
10824,11127,10765,5966,11109,11177,11071,a3cebe47a1-sphinx,,70k sats,1.0,0341c129d62ae5b9beaecf55420a4443a78fcd417ffd2e7fb0d197a54c2f4c0155
10825,11128,10766,5967,11110,11178,11072,707da20cf0-sphinx,,70k sats,1.0,03e380a891066dbb65298c52546b4c1d8b5933fcdb0cc13dd3392e4962dad53f41
10826,11129,10767,5968,11111,11179,11073,65acc6c771-sphinx,,70k sats,1.0,028fd31171c035e8e923028b78081d541724b221342f1186a282b21db920d0e648
10827,11130,10768,5969,11112,11180,11074,98936c3699-sphinx,,70k sats,1.0,021edf7e8b7fa11084e4bf425deae437f993a120995e29d079d96274fd3500dfea
10828,11131,10769,5970,11113,11181,11075,fefaaca639-sphinx,,70k sats,1.0,0303ece33565c83815a846a6fc1ed6cdab782e9b4ff30bd8daba99dd62969c4427
10829,11132,10770,5971,11114,11182,11076,7d5e4e979b-sphinx,,70k sats,1.0,021fe770287cf1f345bb57617a359a665f4676aa15aa47ecda9bd1300b679afbd7
10830,11134,10771,5972,11116,11184,11078,36bb56c6d9-sphinx,,70k sats,1.0,03e1f4b99437b77d438427a2e413acd84fc6952fbbf84d8c38a2b99040b21208f0
10831,11135,10772,5973,11117,11185,11079,b71da61851-sphinx,,70k sats,1.0,028eb2f89131760d3b4c9162e86a672a8c14014f631bf4408d57bc0fdb20b83931
10832,11136,10773,5974,11118,11186,11080,7481980998-sphinx,,70k sats,1.0,038557001ab5ebc1a2b6739bcb307165a37156c54f062013ef73f4a725c5857a67
10833,11137,10774,5975,11119,11187,11081,1dc509539c-sphinx,,70k sats,1.0,0386963c8f0895f5a192c46de37b1e8516c6ecdf8262119492fc5c7b6fc67da646
10834,11138,10775,5976,11120,11188,11082,492fa8f5f8-sphinx,,70k sats,1.0,0386ba5b703f75ad0930395687f740078475288027e7d4d9a554aa6b9bb754be04
10835,11139,10776,5977,11121,11189,11083,b17a6b657f-sphinx,,70k sats,1.0,028c315f94449dc12efedad28bac10ae7e404f19d238b0a7e298053a1d0ce371ae
10836,11140,10777,5978,11122,11190,11084,5996dd107b-sphinx,,70k sats,1.0,02dab2a3b22be9337946352fe5acc32405653f5717f778bb489a20301fc2564739
10837,11141,10778,5979,11123,11191,11085,c00e9d28b6-sphinx,,70k sats,1.0,02dad63d2d784fa4c8e7af7d2d9074bab05b5dd5b73d4cd486808ed7e23ae6e919
10838,11142,10779,5980,11124,11192,11086,d395161a4f-sphinx,,70k sats,1.0,02dbf16ef066968f771ab299793a9827143d65b35f34626a21581ffa76478ca0fd
10839,11143,10780,5981,11125,11193,11087,781e155fed-sphinx,,70k sats,1.0,0388fd5ef4f2c0384e75906aadd519dccc467fdcd5ae038b883191a2a0fe80b0f0
10840,11144,10781,5982,11126,11194,11088,b06245d80c-sphinx,,70k sats,1.0,0294646726361e6ae073263d4e8d2829c562e6b8d3ca5bda3322c00932456f0ecd
10841,11145,10782,5983,11127,11195,11089,226f968b3a-sphinx,,70k sats,1.0,02958569f419b82ea3745d5456430c368fb06f83c262f1925001e9e4562f822201
10842,11146,10783,5984,11128,11196,11090,a2bc22629e-sphinx,,70k sats,1.0,03edc7fc732d0e4899a6146000441f6bf7afa3bb78ffbd99232aa84f8d0aa267d9
10843,11148,10784,5985,11130,11198,11092,658152cf3e-sphinx,,70k sats,1.0,034abc54ebe60a6104fe96e274db04e3b2c710a8171510c82a2c9cd1882d957e71
10844,11149,10785,5986,11131,11199,11093,2d9e22be65-sphinx,,70k sats,1.0,02a62a5352f7d8960c01536c4546ef8c745b35fa3037e7f89e88c572ae835e6d05
10845,11150,10786,5987,11132,11200,11094,f8005b202d-sphinx,,70k sats,1.0,02a5d75f54b7b0a9c3596db51349e2de58615f6fb03ec56745cd0d1cbdf656b135
10846,11151,10787,5988,11133,11201,11095,2a1853121e-sphinx,,70k sats,1.0,0372a44c77ba6b36db25b4c83abd0131ce1369f3a13fe95b77260625b28e5249d0
10847,11152,10788,5989,11134,11202,11096,6c2216634d-sphinx,,70k sats,1.0,03ecd3e00d2a32bc8e550b81f98f58956492118d5cc930c71073f6b8790d1ef0b7
10848,11154,10789,5990,11135,11203,11097,6f50d7e833-sphinx,,70k sats,1.0,0349c5c8bc7c30b4b93d06d8ba6d5d754f954bb34fd789fc41f4f1cd075085175b
10849,11155,10790,5991,11136,11204,11098,c452ab32e7-sphinx,,70k sats,1.0,02a433069dec99fc47ac55ea81905ed58c34e3f8f587e24f97e13a52e8cf881bfc
10850,11156,10791,5992,11137,11205,11099,8a7478555e-sphinx,,70k sats,1.0,021661dea9b133131e4df5d96fc232a491428adc2b2afe2bea71e5455b3d558a8a
10851,11158,10792,5993,11139,11207,11101,132aeb74b9-sphinx,,70k sats,1.0,0376447c9937528cb83fb9d52e25128176dfdad4265629cb4de32563f52dce38a7
10852,11159,10793,5994,11140,11208,11102,99a7982b45-sphinx,,70k sats,1.0,03788e4a96405998f2d58bd2cefaedc44c8015b62b94a28482fbc286e26bd38573
10853,11160,10794,5995,11141,11209,11103,001cbfaf8e-sphinx,,70k sats,1.0,031a483f04bd37050292dbabe613d67c02dd0b9b92abcc616aae62806d6a79a481
10854,11161,10795,5996,11142,11210,11104,414c0111db-sphinx,,70k sats,1.0,029cd76ffcd04e67cb61df762d07b6fe24b9da51df4720a6aa2911964aad959a27
10855,11162,10796,5997,11143,11211,11105,b41f338b29-sphinx,,70k sats,1.0,0379bb1b37756f7e47c8ce0c1fc358eb8d97e9a68433b3a4385c835699221d52b2
10856,11163,10797,5998,11144,11212,11106,0e2d11158e-sphinx,,70k sats,1.0,029c4a20276ba9d28989b6ee36ea7a60e4126b6692217e78ffee0cb981669052ea
10857,11164,10798,5999,11145,11213,11107,3bb5df0a6d-sphinx,,70k sats,1.0,037b0d9a28be762dafae4c933908e4be5f3212b6d6c0a50a2d781d2cc1c4fac291
10858,11166,10799,6000,11146,11214,11108,74ce63179a-sphinx,,70k sats,1.0,037bb5e82f5c06582b7152d883ac8bb4c8bd32da654da067bc5dfbda3aefefa029
10859,11167,10800,6001,11147,11215,11109,523c68ef8c-sphinx,,70k sats,1.0,021aba31888032472e76b1e536a3918e89573732f3c6070c0139b928a9a1b026a8
10860,11168,10801,6002,11148,11216,11110,5b2a9fbfa6-sphinx,,70k sats,1.0,02d50f90a5580138b2c64c702830e67bdebfd087845e2778431ceaa0768a58e7d2
10861,11169,10802,6003,11149,11217,11111,0299ab3c54afa557ee52,,70k sats,1.0,0299ab3c54afa557ee52a6663976bc87331a24182eca3d8eb53bea4e6a97e3c9b3
10862,11170,10803,6004,11150,11218,11112,d46ca9a868-sphinx,,70k sats,1.0,029989d218b5ce122eb150ba5760d944eec92f565df726f68b540384e733bf045b
10863,11171,10804,6005,11151,11219,11113,20955e56bf-sphinx,,70k sats,1.0,03e6750b17f8acee2789e52d0db66a9314e28f8a6acf3b46d4882246cca2a02453
10864,11172,10805,6006,11152,11220,11114,c36f9b4af9-sphinx,,70k sats,1.0,037e55e33757d2484855f3803b464fbd40dffc6562daa9766bdbed14dd73b18fca
10865,11173,10806,6007,11153,11221,11115,b8662ddc8e-sphinx,,70k sats,1.0,02d51bb65a613b82a8c0dc0d432d05644498c9cd13993daff67d903132aac788a8
10866,11174,10807,6008,11154,11222,11116,9353503b38-sphinx,,70k sats,1.0,0357086a0e8d2cc94b85c41a57ce9ebc3dab0dd84b1c10ae3496e08b904c8786d2
10867,11175,10808,6009,11155,11223,11117,855e630232-sphinx,,70k sats,1.0,03b68442cac4960feb17f53098875dfe66228676275e541a3b07a5005f8cd4f82c
10868,11176,10809,6010,11156,11224,11118,c3fd6b4340-sphinx,,70k sats,1.0,03b07cd1110826442ec710464b1153eb821234e9dea5a0d2d845e5136f95fd7bac
10869,11177,10810,6011,11157,11225,11119,ae4dbc1452-sphinx,,70k sats,1.0,024442ded6bdf69444a17bd9ec4bd264fec6f4e1525a433fd4236fc0e136afbfad
10870,11178,10811,6012,11158,11226,11120,35910d386d-sphinx,,70k sats,1.0,0333e3be1303c7afe5697b6c54f38cb1fe3d5d2dbfa94356ed4821afac74ba208e
10871,11179,10812,6013,11159,11227,11121,e1d278989f-sphinx,,70k sats,1.0,02404581128a14078641fd0dbfbd417f4ead9b2c488cc1ae7748b22b0ca5af36ff
10872,11180,10813,6014,11160,11228,11122,e6cf1fe90e-sphinx,,70k sats,1.0,0265e74ff3dc81cb9330d689db8e998e447fc5b5c2d5dbcb74e015ecd30f12c182
10873,11182,10814,6015,11162,11230,11124,bbe872518b-sphinx,,70k sats,1.0,03343a450c067b5fffbad2b901a69a147a6c539cf1d6bfcb70dc34b3bbd3fca93c
10874,11183,10815,6016,11163,11231,11125,877f87230e-sphinx,,70k sats,1.0,02ed20269bc301bed7e0be230f15b90b46480427e6750b20d16e55a9e6a2789d72
10875,11184,10816,6017,11164,11232,11126,ec610e586d-sphinx,,70k sats,1.0,02f33a36650604a04f325c21721032f594a18427aa65abd61939fab6bd2c7605ef
10876,11185,10817,6018,11165,11233,11127,0c2f6c14ce-sphinx,,70k sats,1.0,02621ed44aafe6b89e86e1b3c5b332c44bfb56a31df8c589d2c4290d204aaca25f
10877,11186,10818,6019,11166,11234,11128,111e07d36a-sphinx,,70k sats,1.0,02ed43c11f839ea55cc413b46a4ce346f0dee5fc8e1f4294856226d36d33e0684f
10878,11187,10819,6020,11167,11235,11129,fa221d2070-sphinx,,70k sats,1.0,03b482cb7d47a6897a43a2ecc1392cdf0f07a95b016a8fff1fec4710eb689a49d8
10879,11188,10820,6021,11168,11236,11130,228ba0b0e8-sphinx,,70k sats,1.0,0246f638e1421c27bcfc66010d21d5ac3a6b42579443ded6eef0daee890917385b
10880,11189,10821,6022,11169,11237,11131,77f291adbf-sphinx,,70k sats,1.0,023ac12bbd54a9220045f882f19c17d08b2bd7c4669b63938d323172b99e637ced
10881,11190,10822,6023,11170,11238,11132,81274c6e04-sphinx,,70k sats,1.0,02f760e7704ac6564a1e4194caa1a8b8e0cd499310c9a30e54e4befe815226bbb0
10882,11191,10823,6024,11171,11239,11133,2ae6b6db73-sphinx,,70k sats,1.0,02f17a5bf277cb2b6b4b7b096742a7aacb10c4a28de5c2b58f877024261972e4ea
10883,11192,10824,6025,11172,11240,11134,326d8f3e57-sphinx,,70k sats,1.0,02381ead00b47193b9b7ee6b88c251c1a860a3a08d020fe57ce007bbde149f1c8d
10884,11193,10825,6026,11173,11241,11135,96f848a967-sphinx,,70k sats,1.0,0246bc90edc193f8e97d719d541dced928fa8e178c77a39a71cbf22b1a9a1f1cd2
10885,11194,10826,6027,11174,11242,11136,74c2ddfc7a-sphinx,,70k sats,1.0,03b08a86b7df888ac8f8072ae8fbb2efeab05a49563a95121d09256c3e11d4879a
10886,11195,10827,6028,11175,11243,11137,74d21b86bb-sphinx,,70k sats,1.0,03c0821a3b0acb019fa6e5e372d8bca4c9d3c56f245a5ca5cf55ecf46f0939f332
10887,11197,10828,6029,11177,11245,11139,48651683e0-sphinx,,70k sats,1.0,025dcd2f94772a43a2e41f83df99efb74bf082116b20d6c40f462e630fa0fb1bf1
10888,11198,10829,6030,11178,11246,11140,7b8b9f88e1-sphinx,,70k sats,1.0,0239a595d075f02efa28bbec80997d1d9cf630c7ea43e2551e86866bdf602fe4d8
10889,11199,10830,6031,11179,11247,11141,84e46559a3-sphinx,,70k sats,1.0,0257cb1ead5f9232fff3eebce8dce190b314cb624191c05fb0b1b3134ddd8981a7
10890,11200,10831,6032,11180,11248,11142,a20cca4951-sphinx,,70k sats,1.0,03b2dc2d57bbcc8262200c78c2f09d307ce13f2c0af1d0a76c0d5ba8f5cc4c2ac2
10891,11201,10832,6033,11181,11249,11143,21869e009a-sphinx,,70k sats,1.0,03c4f721877d5ee8766c074a8bfd042ffdba61a2832a6593c95cc2a3a3782b61a0
10892,11202,10833,6034,11182,11250,11144,62e241cc23-sphinx,,70k sats,1.0,03bc7c5252f7ef4f5df96b50de9721ef1711a29951ee889b9e2843aca13fef9de2
10893,11203,10834,6035,11183,11251,11145,786f5ca8fb-sphinx,,70k sats,1.0,03bdcca2442ba1ada30c39d10c291b61e9b96422f12304139e6a7872047b8f7481
10894,11204,10835,6036,11184,11252,11146,aaef938356-sphinx,,70k sats,1.0,02f0856c8567a32ff05e2d176e32caf4835bdfa09f0b243a802bc7bdec2961d502
10895,11205,10836,6037,11185,11253,11147,83b70d89d5-sphinx,,70k sats,1.0,032b52df278faeaaf208113adf2f79ddfd9b5326bbf808b7207f18331df009da34
10896,11206,10837,6038,11186,11254,11148,6c6ec9debc-sphinx,,70k sats,1.0,03318eaf7cb1b177d865df876b608a00cbd463c7183e8072e6e290e477636f128e
10897,11207,10838,6039,11187,11255,11149,82952d5835-sphinx,,70k sats,1.0,025d2e15a5ed080327d4df9c24223cbba948974201997b843ecd49d0b13500da45
10898,11208,10839,6040,11188,11256,11150,cf1049a2b1-sphinx,,70k sats,1.0,0333831fc1935ce863174748227df76a2eef197f6942b5f2306d33eea944fe73d7
10899,11209,10840,6041,11189,11257,11151,442f54afa6-sphinx,,70k sats,1.0,03312bc4a1db370fe48415b674e5123e041b3997265440fa7dbccee1eaa96aef5a
10900,11211,10841,6042,11190,11258,11152,574b0b1805-sphinx,,70k sats,1.0,024d70ef0544fe18ec5fb094717d35ea71719be6370e8a2eca86dd1c3c298c3d42
10901,11212,10842,6043,11191,11259,11153,1e48ecdb6e-sphinx,,70k sats,1.0,03ae6acbe0c20d62db270ad6e5ad17aef783d22259ea998297a75871d419142716
10902,11213,10843,6044,11192,11260,11154,77934b66d4-sphinx,,70k sats,1.0,03b66586163b91f6ec7a29dfbb1084152cc35b4c67a95f57ef8c996f7e981402f9
10903,11214,10844,6045,11193,11261,11155,6d34c8f9de-sphinx,,70k sats,1.0,02fa68fd1d57d06ad525bb9ee7e7169a0031c265428827cf14d992457676b951cf
10904,11215,10845,6046,11194,11262,11156,9aa7626926-sphinx,,70k sats,1.0,03b61b1281cfd13438054c548ddf469dac81098b62e174718151fc1f0b171a186e
10905,11216,10846,6047,11195,11263,11157,edd6e17082-sphinx,,70k sats,1.0,026162d877714cba292c713f0f965e340ccc1e3d7c5ed3f724e591da59d4739d8f
10906,11217,10847,6048,11196,11264,11158,c488eb660e-sphinx,,70k sats,1.0,03aafdfc1d464683a7dd513d0ea31254c0dffce609bdd0acbfcdff72821edc2946
10907,11218,10848,6049,11197,11265,11159,7070014768-sphinx,,70k sats,1.0,03bba9b7fb4bd3fd4be0475293a36fc64bb5e253904f303c4fe75e7ae7a8a1f797
10908,11219,10849,6050,11198,11266,11160,cf4d70efcf-sphinx,,70k sats,1.0,03cd743d9435b390caa213a738c230eb0a92c6e89a4a1b8ce6010855676772bfdf
10909,11220,10850,6051,11199,11267,11161,67ce07730e-sphinx,,70k sats,1.0,0241949efb621bf4fa46dcc267f60df4c165ccea4aac29f4a6a722a5591e73a864
10910,11221,10851,6052,11200,11268,11162,561360a237-sphinx,,70k sats,1.0,03ca12cb57face53a1bd4d1feaff86f4433a4a7b172585607a183b77a6ab784cb2
10911,11222,10852,6053,11201,11269,11163,8444593830-sphinx,,70k sats,1.0,02553a5026d94d4df813d21093d8ed6a56e47de4dd11db2ad69c12021b2479f50e
10912,11224,10853,6054,11203,11271,11165,04742c284b-sphinx,,70k sats,1.0,02f552cfe20128ed794406303e85ddc187ff937be977978dc48f9fd733816f0df2
10913,9921,9491,9692,9871,10024,9817,0226950505e39c2f9152,,114k sats,1.0,0226950505e39c2f9152d386ce31c7cd033cf4a28656549b301a4bb2a27a5ebb81
10914,9182,10984,9632,9281,9454,8908,Starbucks Node 2,,250k sats,1.0,03c229a48ff994c14bf8842b742e51fee4eac5b3a54474992e18dd1567491e171c
10915,9925,9496,9693,9875,10028,9821,02ad55b122763f992767,,113k sats,1.0,02ad55b122763f992767d5004beaf2c896e4cd9319b8ec71ba1afab6799a9b79b9
10916,9926,9497,9694,9876,10029,9822,022a18900df553d41651,,113k sats,1.0,022a18900df553d41651e48e53b55a6424cef3eae5ac711b8695a8493aeff6deb7
10917,9927,9498,9695,9877,10030,9823,029cbbfc49cb513eb1d6,,113k sats,1.0,029cbbfc49cb513eb1d6e00b6505d8743d432de530c72bce0f69eb33868c2cf723
10918,9187,11562,9058,9286,9459,8913,,,250k sats,1.0,03722a47e7455234be4738ee5310c066661b4030ce687e4f4a26ae8d657f9ab2e1
10919,9191,11563,9059,9290,9463,8917,,,250k sats,1.0,0397c75abb747665440d5e4a73215e25adf6bcf89889f6df3bde17620bc124104f
10920,9198,11564,9060,9297,9470,8924,,,250k sats,1.0,023f728bf70be2c10a8295cea2cab17bfc997a44b0006754bc63d512259df5190b
10921,9204,11565,9061,9303,9476,8930,,,250k sats,1.0,03d814d6f1e133c293e3aebeb178a5053aa3bd3681780e40d5907ced874e957ea8
10922,9206,11566,9062,9305,9478,8932,,,250k sats,1.0,024ed8c1afc327f9a803bb7015a1e2e29236cc955faf1354c072c2f0bf96bd89db
10923,9211,11567,9063,9308,9481,8935,03cbccdb53fa364dd8ea,,250k sats,1.0,03cbccdb53fa364dd8eac0a31889af7128e8c224f2b0d4ff6c22c3d2359f891069
10924,9125,11430,9403,9218,9401,8839,BitcoinBrabantLightningNode,,269k sats,1.0,022fb2ed4c36cab497ae2700a845ac9c66789a2a95a61c202e60358f929bbf30ae
10925,9928,9499,9697,9878,10031,9825,03e1a0b3a774b98a2743,,112k sats,1.0,03e1a0b3a774b98a2743a152b436feae5d0af5881630bd0b67dbb70b288b120be4
10926,9701,11230,8429,9710,9869,9551,BanksRZeros,,160k sats,1.0,03d652f04ebb27a4cd05433dffcafabc4f7644d8bbc0f3d2da7cc45039b23250c0
10927,9686,7975,11718,9700,9859,9528,CoincideCapital,,168k sats,1.0,03e3f77e5e2e8f18f495b492cdb0e05708fb6017d5b148580a07d9cb0d41050c60
10928,9956,9418,9745,9903,10054,9856,lilbits,,105k sats,1.0,02586a839d1b928b16164555377193f34e88aec961acf50c1b392bcab9029b1a21
10929,10928,9336,7801,10899,10996,10862,stak2,,80k sats,1.0,03a14cd50d55b4e2739d4c6ca216b9c62501e9af5ff90a0a35531326718c3e76d9
10930,10932,9337,7802,10902,10999,10865,s@ts_on_s@ts_,,80k sats,1.0,035323e6759fc44de9ebcf5d7214b65ab63e419d6e3fbb0c7ab8b1463d2bd4d62f
