Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
9999,9999,9999,9999,9746,8687,vquiche,,Only Tor,500k sats,1,03bbe54022a8a3c45433f7105f63b9d61a80460636d1fdbd46a0a7de433b3dcdc4
6624,6345,6733,6744,5754,8687,MOB21,,Only Tor,500k sats,2,03bbdf5faaa9cb0ef87fca90fe31df13b9ca6203c264558e006a1c764ac1ea6874
9999,9999,9999,9999,9746,8687,nirvana-1,,Only Tor,500k sats,1,02fa7babf75ce0c927bced55c3488d609da89420d7ee8ff6f361d7c6980502451c
9999,9999,9999,9999,9746,8687,btc-display,,Only Tor,500k sats,1,03bb7f1bdc82c86eb39e6053cf4ec5e98b5bfda7191d7f6a69ecd75806837b969a
9999,9999,9999,9999,9746,8687,BitcoinBayFoundation,,Only Tor,500k sats,1,03316784cfff9e3dec99e1a2670cfb70982f015b5bc294efada656c85644496263
9999,9999,9999,9999,9746,8687,Wattoo,,Only Tor,500k sats,1,02f8f1c7e550ff6370573c52fe7dabadeb902015440dcee7fc185089aa0f8eb963
9999,9999,9999,9999,9746,8687,tibiantisrpg,,Only Tor,500k sats,1,029946258bf9c32d8699adfc92f28f1b68b370ed267050fc3109255dccd7463558
9999,9999,9999,9999,9746,8687,03be84f0443547a5ff97,,Only Tor,500k sats,1,03be84f0443547a5ff97df6ec40e9506df7fddde0fda9fc9c7793a344f19a388ed
9999,9999,9999,9999,9746,8687,0332c33080d7345ef6cb,,Only Tor,500k sats,1,0332c33080d7345ef6cb68543bf54db77f2b7b2d8269fa2ebe947296f3f006753e
9999,9999,9999,9999,9746,8687,NewWYE,,Only Tor,500k sats,1,0332c3a317717c2ebe4f9aa8f4c10fccc06e645590615a1d217629a59f40d69c39
9999,9999,9999,9999,9746,8687,fulllight,,Only Tor,500k sats,1,03bc1adae412d4c418392011a3994f3b022f72917840a746d818f00e379d19a335
9999,9999,9999,9999,9746,8687,03e69a23d8e02b899c76,,Only Tor,500k sats,1,03e69a23d8e02b899c762873cd092d220bbcfd31f41b18bedc8e122bc55598b152
9999,9999,9999,9999,9746,8687,osomahe-lightning,,Only Tor,500k sats,1,032fdfa0187ca7a38b3379c790efac2c8be34f9b7548985ed4d7f154cd17460f10
9999,9999,9999,9999,9746,8687,bad-boy,,Only Tor,500k sats,1,03bd889733aff0d7e3582f9d765d80e636ab1808b65e72a35fbb1724d208a82db8
9999,9999,9999,9999,9746,8687,DeutschePunk,,Only Tor,500k sats,1,02c0aa68d80c0e0908fc456f541c340e4c29f2abcadfc20dece2a44a3575e2d613
9999,9999,9999,9999,9746,8687,FSHCK🐶🐾⚡️,,Only Tor,500k sats,1,03bdb4f1d8d92b4c4acf7394d0616b2f51262a43178ccfa401945eece12e68e1a3
9999,9999,9999,9999,9746,8687,02c0a1cf38c1dd382660,,Only Tor,500k sats,1,02c0a1cf38c1dd3826605330eebdaa639ac1b86f99c4b9effb7906421942f40662
9999,9999,9999,9999,9746,8687,fizh-light,,Only Tor,500k sats,1,03bcab44f69301bb0198821c71f820aa65d353a6f845a1ea5769f00a001540284c
9999,9999,9999,9999,9746,8687,HermesTrismegistus,,Only Tor,500k sats,1,023032329d7677e4914835ffa0373c960b7ff7ca828705ed1d7cbf2fd7c21f8006
9999,9999,9999,9999,12906,8687,SanDiegoBTC,,Only Tor,500k sats,0,02f9b694a7e6a6021a546cb2ffcbecaff3e310594e2995c1a380fe45b788696125
9999,9999,9999,9999,9746,8687,hitoshi,,Only Tor,500k sats,1,0298b284abec5aa868922eb6f94a80de819a0aa253b7ff66523d61d3fd32e4924b
9999,9999,9999,9999,9746,8687,cypherpunk-store,,Only Tor,500k sats,1,0230610b5dc0c7a1f88461b8372216b4ab489e68e70ec6d859a8c385501d7d2d00
9999,9999,9999,9999,9746,8687,bagels,,Only Tor,500k sats,1,029701840c1558e5cf17df63393a632e8396e479fdc018d79664c5cdab8f058f60
9999,9999,9999,9999,9746,8687,0299c5de79e4c6db4f0c,,Only Tor,500k sats,1,0299c5de79e4c6db4f0c6b35eb6c0f4f7a27ec9071acba64683e5bcf735bf6d9dc
9999,9999,9999,9999,9746,8687,rk-test-lightning-node,,Only Tor,500k sats,1,02c2823f7a1629a704fd875f6979f12fead3b564e57f585a681be6baf55c87d088
9999,9999,9999,9999,9746,8687,sphinx-cln-swarm9,,Only Tor,500k sats,1,02bff3b9bd86f2bdf91dbf01522e3b4aa671091a44e439102d497ebb614c42b742
9999,9999,9999,9999,9746,8687,ordi-node,,Only Tor,500k sats,1,02faf23303cce05d5b6a235b832e24da7054bd66c502699593ec0dbf587e07709c
9999,9999,9999,9999,9746,8687,03bfd327e8d3c00d175f,,Only Tor,500k sats,1,03bfd327e8d3c00d175f76695a600a7423ad5bbeec117d63aaa50b90bf0e79fae6
9999,9999,9999,9999,9746,8687,my-ln,,Only Tor,500k sats,1,02fb35cda926a6ffc8b1804b2c24e4820abdc59bf692eb8555ce44960f70cd2c9a
9999,9999,9999,9999,9746,8687,SLEEPYWHISPER,,Only Tor,500k sats,1,02c239717872f0fa2d7796d157b1bd8fb217d6ad188af40d3d3e1a160314a5a711
9999,9999,9999,9999,9746,8687,test-keet,,Only Tor,500k sats,1,033473e3a352feb7bca2cc8194ce6ed259d33a168293b8a97e25f5bee882411c04
9999,9999,9999,9999,9746,8687,nodofulminio,,Only Tor,500k sats,1,0294001f52464153bd3f53fa7b10915ef97d84262ffcb82e4dd533dfa4022c8d99
9999,9999,9999,9999,9746,8687,LOUDCHIPMUNK,,Only Tor,500k sats,1,03349b8e367d707493deaae734d75a80990b0a32683cf68d1a52d5d26c954c73d8
9999,9999,9999,9999,9746,8687,🧊CUBO🧊,,Only Tor,500k sats,1,0334b508e144dd8eb9b7bf49fa72f446187b63d225e2f6f8b7a085f2ad88f4b5fd
9999,9999,9999,9999,9746,8687,sum-coin-holio,,Only Tor,500k sats,1,03b8b71d959e96edc73e973ff22bef92a47819930ebeb418d94ffa4329aad1444e
9999,9999,9999,9999,9746,8687,dragonsats.com,,Only Tor,500k sats,1,032c2cb64ef0b6d5f4fac7b474712517b461fdf30ca85c32ed8d9a35c752042fc9
9999,9999,9999,9999,9746,8687,riddler,,Only Clearnet,500k sats,1,03b9a7035d434f1de7f09c89f516d16b369e6aa199392d93f63a5fadeccdea06f4
9999,9999,9999,9999,9746,8687,panzercom1a,,Only Tor,500k sats,1,032e0f1546f71d2a029fc6cf9becc36db0f858a3ffebccf2523c94236b77e59642
9999,9999,9999,9999,12906,8687,LAYERFOX,,Only Tor,500k sats,0,03bf02fd87769546958404501e6a1590b9c32d48e74649499dc83c4728025932d6
9999,9999,9999,9999,12906,8687,BITCOINKOCU,,Only Clearnet,500k sats,0,032e000d7927b0d78f7ce4285b7c8e4db97300fb55f2833173d7c28289abbed5bf
9999,9999,9999,9999,9746,8687,toshiba64,,Only Tor,500k sats,1,03bef49e6e3bfcd8a6b5762406b45fb93f86a97289bf4c866adca386b3ad985b7f
9999,9999,9999,9999,9746,8687,029ad507089f07de5d0f,,Only Tor,500k sats,1,029ad507089f07de5d0f25bb16893d098db92c3efbe70faa80b4122df30578e3c0
9999,9999,9999,9999,9746,8687,twineserve,,Only Tor,500k sats,1,03e513a75fa448148885795b245f83084d87b24875ae9fd7978141f0afbfda5315
5736,6345,6759,6758,5754,8687,FRANKIE GLITTER,,Only Tor,500k sats,2,0333d9548fc3f4ce4d46208ddaa04c912d3357fe15ef7ddfb04a6aec4a67a93ae6
5736,2818,2522,3473,5754,8687,ltsn-2,,Only Tor,500k sats,2,032d131fd4b1d19e11846c4d3b18476e8e03e5e61c06ff7e2d1b905c9fe23b0784
9999,9999,9999,9999,9746,8687,clickbrew,,Only Tor,500k sats,1,03bf5505dcd5d772d9d12630a0fcc5198bab85cb513faf987c3792578610d467a7
9999,9999,9999,9999,9746,8687,029f1b0921c3df73f96a,,Only Tor,500k sats,1,029f1b0921c3df73f96adfc4820f18c1af9832e3b46607064b3455274250a2db77
9999,9999,9999,9999,9746,8687,cosmokid-node1,,Only Tor,500k sats,1,033b38a69e053f300daaabcc39f8ee5f9a83933d5fed7f43d1854a685e9fd0f17b
9999,9999,9999,9999,9746,8687,020e0e58f1adcf553a0e,,Only Tor,500k sats,1,020e0e58f1adcf553a0e88ed3cb5f613b37edcaf2dc812cc70e6f239ee1fcf4fb9
9999,9999,9999,9999,9746,8687,0289622b15ac1cd1b337,,Only Tor,500k sats,1,0289622b15ac1cd1b337288f7bbd537c49adc50ff4cd3b225d6fe5b8f710cd2db8
9999,9999,9999,9999,9746,8687,ProofOfKeags,,Only Tor,500k sats,1,03244e3ee080f0dffd82463acdb6a47951c210577cc227581e6ab8fdc4a4e9334d
9999,9999,9999,9999,9746,8687,creditor-lightning,,Only Tor,500k sats,1,0289349c88ecb5d16256da76a60b766e903cd8b41164cd8f20fe9958c512622e0c
9999,9999,9999,9999,9746,8687,CasterlyRock,,Only Tor,500k sats,1,02f1e3eabd627c77c50ccdd7024eb204d8cd98451d725d2e823eb9ce57d7b438ef
9999,9999,9999,9999,9746,8687,03aee3779159c57e40d5,,Only Tor,500k sats,1,03aee3779159c57e40d5ca23175785768399f5abe6206f93785477009e9f9daeb0
9999,9999,9999,9999,9746,8687,dist-hash,,Only Tor,500k sats,1,020e138dd7058eeb1b4ce8fd52ac6cb5b2f9a1f8f30890fb876e3c454bcf39008f
9999,9999,9999,9999,9746,8687,DAN.LND,,Only Tor,500k sats,1,03249626ca2bc1e5384e6b3e745a665278909911ddf6b09b78c4091e22fac84492
9999,9999,9999,9999,9746,8687,kurt-lightning,,Only Tor,500k sats,1,0239ddacdf2208691d9fe3b380bb514eb2ccc658e2a1de60ab04aa3d1cfc67c1d2
9999,9999,9999,9999,9746,8687,aj-lighting-node,,Only Tor,500k sats,1,03aec64a241af842d52b2dd15c3792b61aaf1f3340fc52b942d8b9266f006b6445
9999,9999,9999,9999,9746,8687,NodesVoltage,,Only Tor,500k sats,1,03aec4a3dab35425259cf023de2ce0ab2de6d2ae555ef5ffb99d01a68936e77e84
5736,5138,5561,5814,5754,8687,Nintendo,,Only Tor,500k sats,2,02f1b3ef58d0fc754fe8b9548daaa9382d35f3b5f721d7ec4a517cb621b2fc6a0d
9999,9999,9999,9999,9746,8687,danielec87-lightning,,Only Tor,500k sats,1,03242bb1c0d4814db62d0bc1bc4e498bf71110a4e66c9f367ef915c9d3f84b64e7
9999,9999,9999,9999,9746,8687,orangemart,,Only Tor,500k sats,1,0229e4f2c72f249e4909eb36e065f6cd69ff66ed0fd88c1f53bd5050ffb37117c0
9999,9999,9999,9999,9746,8687,Applegate,,Only Tor,500k sats,1,03af451d7943a9fab6d353595e7f4a9ed448060fb5011b344d7ab2e651ee90bd04
9999,9999,9999,9999,9746,8687,Teply blesk,,Only Tor,500k sats,1,023960dda6dee6491824b952f495d9a19309b64e150586dbd69dd35079ca59bf2b
9999,9999,9999,9999,9746,8687,lightning.qwickli.com,,Only Tor,500k sats,1,03afd28a34bb21fb585787ec47f87b9880559f90cf4ff636fd22f8ab2b6cad2418
9999,9999,9999,9999,9746,8687,calixguru,,Only Tor,500k sats,1,03afca28cf6bb0defd01e96eceb394f8e95d127bbb913a4b2a8c75544b3545a2b9
9999,9999,9999,9999,9746,8687,DCFNETWORKS,,Only Tor,500k sats,1,03e1fc7104b4460b505bd4cf2b6b35a6c1c88ff1d999badf099511ea1287564207
9999,9999,9999,9999,9746,8687,test-in-flight,,Only Tor,500k sats,1,03afb519d97192ce38f0155eea3df85230821f59f08c3c085e151227139fb206c4
9999,9999,9999,9999,9746,8687,coin,,Only Tor,500k sats,1,03417f74e5312633e4574b9aa3cd84b2df718a1a09c9af175fa3b27bfa906c72d8
9999,9999,9999,9999,9746,8687,Satoshi22,,Only Tor,500k sats,1,0289b247f1d2423d288151ac0f0d87a847635cfc6a7825782251058ee287d582c3
9999,9999,9999,9999,9746,8687,ldj.ln,,Only Tor,500k sats,1,03c61e0c94f3036045ce1467488e740636c181da3f7869f5ec12414a5e845ff88d
9999,9999,9999,9999,9746,8687,jack-test,,Only Tor,500k sats,1,0341add36d2ee6c95bb286a4b75d810163588d05605f6756af45b7597acf9e6739
9999,9999,9999,9999,9746,8687,jaytwistle,,Only Tor,500k sats,1,03af99e4acf66898c6461badf3abdfb643bbf04532b740fc4976976758c1ce383e
9999,9999,9999,9999,9746,8687,020ebf0fc881b51b5745,,Only Tor,500k sats,1,020ebf0fc881b51b5745074900c48a2e26b53de4409d0c935851d964a5f8dd53a0
9999,9999,9999,9999,9746,8687,REDEYE,,Only Tor,500k sats,1,03af5b21d93c0554bd781f5c408c860f87b56aa4d1cb239bf9c0a00e57dc4b9220
9999,9999,9999,9999,9746,8687,cryptotree.io,,Only Tor,500k sats,1,0342e52d02c1f3156bc0d1db400743fc63935273abc05e62b09cc2958e774c42ee
9999,9999,9999,9999,9746,8687,bitcoinevents,,Only Tor,500k sats,1,03456ecc97169f5de3b5e9cd913f38048bcb7e67d1b7f4f88ceeaecb2d2789c64f
9999,9999,9999,9999,9746,8687,02bd075ad02e8d7d08c7,,Only Tor,500k sats,1,02bd075ad02e8d7d08c7f327bb417ce9631d6a864ce15005936f909f90d7848005
9999,9999,9999,9999,9746,8687,greencandle,,Only Tor,500k sats,1,03ad8e45458db4b2c83c91a16f60bc4d4fc21698faf6b8523cb978fa04425648fa
9999,9999,9999,9999,9746,8687,bs-main-1,,Only Tor,500k sats,1,02a24eed14110f9ee8027f63defa5127fb0691c1e2fb9ef31c1bd0f0fa1abef612
9999,9999,9999,9999,9746,8687,uno-node,,Only Tor,500k sats,1,02a2569602ea65ae8401a968dcd21475f4eebb702d6a0098d0132081630e7375cc
9999,9999,9999,9999,9746,8687,mainnet-lightning,,Only Tor,500k sats,1,0228ecf899da43c2484f03e8d1c9f53c1ab0234cb9ad64a20de7742c1ba754bd4a
9999,9999,9999,9999,9746,8687,02a26d4a470466ee111d,,Only Tor,500k sats,1,02a26d4a470466ee111daa26bc27cd07c3b40bccf987376889e33bf01388e3cc79
9999,9999,9999,9999,9746,8687,dominate-mainnet,,Only Tor,500k sats,1,03ad43d1c567b7b06f34eaf4a26a2b87461f65a71f8be51941410da46373ed71cd
9999,9999,9999,9999,9746,8687,rsp2p,,Only Tor,500k sats,1,0344dfbfaa3cbc69019e71dd655d7184001986b3bc9682429a999b72a2a120ab75
9999,9999,9999,9999,9746,8687,mainnode0,,Only Tor,500k sats,1,0286ed05631a54a050da552b6db42118bb017062704dae2b77a1e6bb65e871b3bf
9999,9999,9999,9999,9746,8687,bttb-node,,Only Tor,500k sats,1,03223b401d328fe726be2b3008fac933cf89da5ec2a90428014672102e6752a403
9999,9999,9999,9999,9746,8687,mumhy-lightning-node,,Only Tor,500k sats,1,02a2e84efb7d8544aa945502b87e2a6c636cdff9f9a1cb4a0eb03eacbf0f7860f5
9999,9999,9999,9999,9746,8687,allyourbanktestnodeCLN,,Only Tor,500k sats,1,023b68ea7ddfd41574b528ee39e0e005f94fbf7d7dcd75c6a59c8bd4463a0982b7
9999,9999,9999,9999,9746,8687,allready-lightning-node,,Only Tor,500k sats,1,03c81aa5eb295db0faf6add8b77881a5e28a1d3e98dd96cd99422f98592558f2cc
9999,9999,9999,9999,9746,8687,dinasona-node,,Only Tor,500k sats,1,02a24b7e95a9a45f4a02dd397a2828544c8e22c631792749bcfa819e55fef1d6ee
9999,9999,9999,9999,9746,8687,02bd18ea8b8a407cc21f,,Only Tor,500k sats,1,02bd18ea8b8a407cc21f7e64ce1dedf3bc1e9977985904b5ede276c65efdc808b8
9999,9999,9999,9999,9746,8687,Ocrypotverso,,Only Tor,500k sats,1,03ae68073b79871d127c9f37e72bacf0f5ebcecbbf0b9a46e1ad1368cbcd1bfbc5
9999,9999,9999,9999,9746,8687,Monrauch Group (VLTG),,Only Tor,500k sats,1,02885352dd73d806d0a4948c9a3c4560dfe43a2f3e6d11cf89c2a83710c15c31f8
9999,9999,9999,9999,9746,8687,sintra,,Only Tor,500k sats,1,021a7dfceba94dc5ebe156b2e8f5ca47199f8c7a3a89ff6ea4bf3f96d133292612
9999,9999,9999,9999,9746,8687,todoxtom,,Only Tor,500k sats,1,020de984e3a31c92e985623b67085e59cb957559807b813426983b86b0a1bc071f
9999,9999,9999,9999,12906,8687,TaiwanJohnSHHTEST,,Only Clearnet,500k sats,0,020da13b3a016ce4baf3a5c3e3f31b94e41493a1f3754837ace03532fcfe9decd6
9999,9999,9999,9999,9746,8687,FlowingNode,,Only Tor,500k sats,1,0287c355a93bd41ec3111216c2d86198f648335beef345f53d4e715b94a45029e3
9999,9999,9999,9999,9746,8687,RobotATX,,Only Tor,500k sats,1,020dbf570701ca2bd2e353d5388ecdec2fc93e87d52cfebfc6e1829672aba959b6
9999,9999,9999,9999,9746,8687,taylor,,Only Tor,500k sats,1,0344a13a2e0a3f6adf76100347ca58071478a9e1af86e0c436a4e623d1de665269
9999,9999,9999,9999,9746,8687,dontforgetthekeys,,Only Tor,500k sats,1,02c7619d7e1d255b1a6af1aa60cc21415ea8d95913731ca68436ccc813b7ab20bd
9999,9999,9999,9999,9746,8687,EGW,,Only Tor,500k sats,1,0344ccdffbfee5ae5e56fd926afdb1c9727f70ce6b080fd551f8b4833d3e51812b
9999,9999,9999,9999,9746,8687,jccvv-node,,Only Tor,500k sats,1,020ed81c265814beddbc176b7ff75d1ea08da39d1af0ddc234f3ae206d60cb2094
9999,9999,9999,9999,9746,8687,750699149,,Only Tor,500k sats,1,033b4a55d24c9257d2f7ae3728557722126c366de37f0c9622e3c994224624212b
9999,9999,9999,9999,9746,8687,544191403464824509486,,Only Tor,500k sats,1,03b27caf887549b9fff3d1df887b3d9fb9c58b225221dba98f2b6749acf419ef92
9999,9999,9999,9999,9746,8687,flash17,,Only Tor,500k sats,1,02f4a2f48a4d5de3385a747658f03d57c0445e034c5f8ce6c09955076801fdd1d5
9999,9999,9999,9999,9746,8687,satstackerapp,,Only Tor,500k sats,1,03b29d2dd46a647afb9762a5b9a8c1e2c9e419e9e4c44d81adaf386fcbf35baa17
9999,9999,9999,9999,9746,8687,02c47e681fd44b7e535a,,Only Tor,500k sats,1,02c47e681fd44b7e535a6a299df6fcdd2c1e7d25df8752d44823e71217670d92d9
9999,9999,9999,9999,9746,8687,victory,,Only Tor,500k sats,1,028caa36984777fe80dccd8a1b023e192cdd786fac9ff1ac7d772d1eb35d8764f3
9999,9999,9999,9999,9746,8687,TheSeattleUnfreeze,,Only Tor,500k sats,1,028ca0ffee9ac156a022d92d085bcecd85202f35e5245f0a464f5fa60a004fb19a
9999,9999,9999,9999,9746,8687,asicmarketgroup,,Only Tor,500k sats,1,0237841c152e695b00d285a42373bac1db6b63917c3454764a3938c9b27c186bd0
9999,9999,9999,9999,9746,8687,hadisraad83,,Only Tor,500k sats,1,03b2e47fe59f42cb7c22e410e1e46a2d4ef0d7132f9aaab179778e1cf57ac051b9
9999,9999,9999,9999,9746,8687,03c52a3f645cb4a70a5e,,Only Tor,500k sats,1,03c52a3f645cb4a70a5e9476ffcad1279a6ac6037e4e4efb5929b20fcb28a728c4
9999,9999,9999,9999,9746,8687,noded,,Only Tor,500k sats,1,028c27a508b21c9a63c2449f791bb9e1e1346af8e71652e5c4215245714c012ad2
9999,9999,9999,9999,9746,8687,bpnode-one,,Only Tor,500k sats,1,028c25314c1086d68394f3b6d1fb342d9261349a4d69467dd4f284be4c4ce853d0
9999,9999,9999,9999,9746,8687,03e9f9fb288a8fea6823,,Only Tor,500k sats,1,03e9f9fb288a8fea682337d840ddea05d15248acb99566d2f66e513179efd0ed80
9999,9999,9999,9999,9746,8687,d1gitalflow.com,,Only Tor,500k sats,1,028bfbeb3616b4e8cbdae3c306472b421b803966e5e5babdd100ed66e5351173bd
4476,4136,4188,3701,4187,8687,03b416ab39b7e530a569,,Only Tor,500k sats,3,03b416ab39b7e530a569176b5c91d2e2bcc422958032ffd28ec08e8daea7ae66bc
9999,9999,9999,9999,9746,8687,028e9abaa1fbb09ff3c6,,Only Tor,500k sats,1,028e9abaa1fbb09ff3c673c9d12f3da01f13529bb4b37c74677027e277e3570b55
9999,9999,9999,9999,9746,8687,btc-lity-node,,Only Tor,500k sats,1,028e959e3a9876e7255144aba6e82c0cd93f7d03158fda069d450840f63316bab0
9999,9999,9999,9999,9746,8687,Free Sat Flow,,Only Tor,500k sats,1,03b42cde049acf59ac18876d552e8230e780aee50345855b91ba386bc7c55da208
9999,9999,9999,9999,9746,8687,HawkMoth.Caterpillar,,Only Tor,500k sats,1,020fcfa291d05f20cd9e0ad026e9f040cc8013c7dfe50b1913b653a854f51638e2
9999,9999,9999,9999,9746,8687,02c3edfb29c60d74cb75,,Only Tor,500k sats,1,02c3edfb29c60d74cb75ffdde9939be0303acc3f1e7c8267e6efba80d29a38bd7a
9999,9999,9999,9999,9746,8687,kevinkaranci,,Only Tor,500k sats,1,03e96eb2edd7efdd02bac91685a97fc2d1ac11a7758dfb2db8c1cdc15b0c785a1d
6624,6345,5822,5957,5754,8687,7ddc275d9f5b,,Only Clearnet,500k sats,2,022b0eb6eac43c0b7e56dc8b6e8205f735a80966521f553db56deff197b0035a7f
9999,9999,9999,9999,9746,8687,giftcardz,,Only Tor,500k sats,1,02a0008582df0bd903cd9674fbe0f77b72ad964a0002faebc8a40c79e7df328185
9999,9999,9999,9999,9746,8687,033c7109c85096e69ac7,,Only Tor,500k sats,1,033c7109c85096e69ac76b25bc07203ec3c1769d007fc5616047c6fa986f9d714c
9999,9999,9999,9999,9746,8687,02c413d774add8aa934c,,Only Tor,500k sats,1,02c413d774add8aa934c1046eac6f9ba639043bcd93ee7a9c116b8d2adf4f71653
9999,9999,9999,9999,9746,8687,022aa80a201e83940305,,Only Tor,500k sats,1,022aa80a201e83940305e62d18a890ee78cac45094c69d4134a2a3069707005d5d
9999,9999,9999,9999,9746,8687,langkous,,Only Tor,500k sats,1,03c4fa94f8080324f6a2c62414f99f9820cbed24274104e0d65f0a93a65d9cdaae
9999,9999,9999,9999,9746,8687,QFR-LND01,,Only Tor,500k sats,1,02c4c267b1e769e0845b8e571bb150435083708b21909a002f25445d79a9ef45eb
9999,9999,9999,9999,9746,8687,LiNode,,Only Tor,500k sats,1,02a0b1709b51abf5a109eef519a5a9c000445486cbcdf92728b59edd4aa3863a5e
9999,9999,9999,9999,9746,8687,business-node,,Only Tor,500k sats,1,03eafe36c956670a318783aeab342e7f6ab75b3a9047ef49e659afd2707fc614c8
9999,9999,9999,9999,9746,8687,to1dev-lnd1,,Only Tor,500k sats,1,03400e208fb10be03916303829e7e2d26b35e087b4649b6f82bee54572772e2aab
9999,9999,9999,9999,9746,8687,rainbow,,Only Tor,500k sats,1,028ab1a2d5d0ab2aa0fff805b23b78c865270dbce6079eb056f79f1eb4c846bca2
9999,9999,9999,9999,9746,8687,Taijutsu,,Only Tor,500k sats,1,0325a38bb3500a6614b07f2eca3fe10a12cb43f991557ce10030e9caf1074b92c4
9999,9999,9999,9999,9746,8687,Helios_Bohemia,,Only Tor,500k sats,1,02a0d0d8202992cba1c7a6ab3d70c417de5d9ae3e54b6e905daf6600652a329f78
9999,9999,9999,9999,9746,8687,SHNode,,Only Tor,500k sats,1,028b7264dc679f945aae21d2bac9db15e78aa3f6ba2c226eec7b78ff5ddc507e81
9999,9999,9999,9999,9746,8687,ln-payoji,,Only Tor,500k sats,1,02f2f3146d51d41a1cda5b46bbaf6587cb15f8637585fca7a61fcdc3f4edea4697
9999,9999,9999,9999,9746,8687,array,,Only Tor,500k sats,1,0238f696497a9cf6eba6c3bbaf2cbbbe8ad7734b108cef61c8196dd3dec96ae179
9999,9999,9999,9999,9746,8687,Mirai,,Only Clearnet,500k sats,1,03408c35d396998985cc0d751020fabb5134a245a1bcf50960d798dd481b6becdf
3588,1181,2015,2907,5754,8687,Lyra,,Only Clearnet,500k sats,2,03255936a5525f83e683a6458a71b742378856973ffc8261a597a2e486193a16c0
9999,9999,9999,9999,9746,8687,nirvana,,Only Tor,500k sats,1,0325c6f8bc11d9810de63a1935f66461b49069d50b53ff90173cee7b0a572cc475
9999,9999,9999,9999,12906,8687,12345678901234567890123456789012,,Only Clearnet,500k sats,0,028b77c7253912be8d7f444f869a7d13059eda499e1e1bf67b4e4f311bcfcedcc1
9999,9999,9999,9999,9746,8687,StuyGuy,,Only Tor,500k sats,1,028bde83f1dc2b978182e110263b10fa758cffe6a584234aff7c6c25f4d043b4ff
9999,9999,9999,9999,9746,8687,Benissa_Node,,Only Tor,500k sats,1,033ebb434525973652efa5c42646c735b2cf893880d2ca8e1c71b4bb592043067f
9999,9999,9999,9999,9746,8687,sphinx-cln-swarm15,,Only Tor,500k sats,1,02c4e0ef12628ec64a716f4a0548bc61ce71fb40840286cf58c20ea0bf3ec6666f
9999,9999,9999,9999,9746,8687,fractalized,,Only Tor,500k sats,1,033ea8c4792987b57db8e54caad6af396fa7a868efcbd945e1128076975a06a7e6
9999,9999,9999,9999,9746,8687,crypto-trunk,,Only Tor,500k sats,1,03ea94e92b527555c1402e1e056bffb488169db89f5e14a425eb140a31edfb8d40
9999,9999,9999,9999,9746,8687,LightningWillich,,Only Tor,500k sats,1,033eb86da85ff6e07198fb2235e17b6c8abd1aa6c7f3e252c1693a6ea92820691b
9999,9999,9999,9999,9746,8687,028bce11de0316438d69,,Only Tor,500k sats,1,028bce11de0316438d69db8d9d01e4479869892cac4746f0e3365d2e3669836cb1
9999,9999,9999,9999,9746,8687,lnnodew,,Only Tor,500k sats,1,028b79aba1ae008f20b2cbefeba5fda7305af30605e318be63b710e9b8f5a658df
9999,9999,9999,9999,9746,8687,nodl-lnd-s002-028,,Only Clearnet,500k sats,1,03eab50cef61b9360bc24f0fd8a8cb3ebd7cec226d9f6fd39150594e0da8bd58a7
9999,9999,9999,9999,12906,8687,codetract,,Only Clearnet,500k sats,0,028b892b15f5cabcea5165b236db0e36dc06553c323c84d3768867dac7c95e84e5
9999,9999,9999,9999,9746,8687,03b184d7d86407c21dc5,,Only Tor,500k sats,1,03b184d7d86407c21dc519cf6c3bb756fe7f5af17a30ea8081a3af16ce865120e5
9999,9999,9999,9999,9746,8687,lightning-node-01,,Only Tor,500k sats,1,027946e65c5d5443fc7896b08ced89aebfa9bdf6a318c63f825631dba4cbf14e38
9999,9999,9999,9999,9746,8687,gexire9941,,Only Tor,500k sats,1,022f9932accc89cb84df134fefcaf75b2ddf4eb8dfa8328fe38588923c840d3b3b
9999,9999,9999,9999,9746,8687,umbra-lightning,,Only Tor,500k sats,1,03104acaf6fee443910da01183b566a38757c94007ccd17e75542dd2ac602b8ec3
9999,9999,9999,9999,9746,8687,ln-node-reform-0,,Only Tor,500k sats,1,0266c08cc055aa01c1c310d6997d31d25b8095489ef53ec22ef967abea84160e36
9999,9999,9999,9999,9746,8687,mexico,,Only Tor,500k sats,1,03707ff4975573c2b883ba60f0ca38997c3d33d80905273d7d3007b98c98f6d119
9999,9999,9999,9999,9746,8687,humanity-iam,,Only Tor,500k sats,1,0370a84aa6c2fee2bbff8c812560881c7e01a46794ab45b1ac466cab63f7125b02
9999,9999,9999,9999,9746,8687,sci2070-node,,Only Tor,500k sats,1,0370b18f5f55317250982d46ec5fb86be5f3ffdeda5690dd0c2aeb8ad49c203fe9
9999,9999,9999,9999,9746,8687,apple,,Only Tor,500k sats,1,02b1ac308f16a4748677cf58e350eb2d37bb6977fcf029ff60597d52988a75efda
9999,9999,9999,9999,9746,8687,dodo-jr,,Only Tor,500k sats,1,02b785383524fe4066ec971e6001fd1ebbac242dafd39f59c959ff929fa7904093
