Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
9999,9999,9999,9999,12906,11215,BitPay,,Only Clearnet,100k sats,0,023bc59895a56f3f439e621f39623d6c8963d14258881a8098edb3947ee2467b71
9999,9999,9999,9999,9746,11215,nodl-635f3fe8b509f1f8d86d5539,,Only Clearnet,100k sats,1,03ab36a753f7b8bbe29ffcd331fda80f99e4c3ab1170e81455b49f6c8fd81444df
9999,9999,9999,9999,9746,11215,Pipemkr,,Only Tor,100k sats,1,03ab55964b21ea2b326c8138b664aaeded29274722783a8c2c1fea12cf2366ea70
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-022,,Only Clearnet,100k sats,1,036fdb56cf58076c84f34fcee7d4d7bf56c2c98d275fd4bfce980632db5bee8bfe
9999,9999,9999,9999,9746,11215,5bfc4be8ba04,,Only Clearnet,100k sats,1,02dff34be7beacb4337eac2de02f1b0ef4653c65efdae7f05a8fce27184f2a826e
9999,9999,9999,9999,9746,11215,southern cross,,Only Clearnet,100k sats,1,0320a504eda3dcc99df461ee7e4a15224ac0f6caf35a9d35f333371dc69e4316db
9999,9999,9999,9999,9746,11215,03dbc3bdb5cc07a80648,,Only Tor,100k sats,1,03dbc3bdb5cc07a806486de993c543adfe457530ccc272bc717b7bd94eddb48e99
9999,9999,9999,9999,9746,11215,0285b36bf0e7f590c6b8,,Only Tor,100k sats,1,0285b36bf0e7f590c6b86b0c9fdd9490e9b3c8b87d95d7aa0e22a565f31dfe6c17
9999,9999,9999,9999,9746,11215,Danny,,Only Tor,100k sats,1,025287b28a7e3137a955cf1cf563afa89d33218dbd094e683e76ea09f7b140a82a
9999,9999,9999,9999,12906,11215,THNDR GAMES,,Only Tor,100k sats,0,02d529dfc58b7f8d35ada9c3986a1526fec6347f2422b8a80b82f90fdbba5e944e
9999,9999,9999,9999,9746,11215,03faced2fbac7b6a6b4e,,Only Tor,100k sats,1,03faced2fbac7b6a6b4e9d60c2ea8196298fa0b6a4d1c900a72d284cf40632fde9
9999,9999,9999,9999,9746,11215,HAPPYCHIPMUNK,,Only Tor,100k sats,1,03c93e3da74b853f3e252c6e8207db72ebc9a94cf16cd81398f68bb03345731f97
9999,9999,9999,9999,9746,11215,038cec4bc800a175d6ec,,Only Tor,100k sats,1,038cec4bc800a175d6ec6bc2285a92dd4e70bdc9eb9efa45f917f27f09cd7e66cb
9999,9999,9999,9999,9746,11215,Kai_Arbeit,,Only Tor,100k sats,1,02df96e65ecccf679accb9851fd463b12a80c83deb93e48c196979c0b6e3387b49
9999,9999,9999,9999,9746,11215,nodl-lnd-s008-001,,Only Clearnet,100k sats,1,02a5ffecd8269b9dac80af732d2dee81cf2737cae35af3819fc99f0bf361765e6d
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-012,,Only Clearnet,100k sats,1,038ce2a7da89b36479e3635a280e9bd2c30582abf86873fc75dd329000eff0bf06
9999,9999,9999,9999,9746,11215,nodl-349830fc4dfb3bff57c4faee,,Only Clearnet,100k sats,1,020d18c31aebb00e917fd4c7fb290c1d399b775836d72eba43eff4f55838404d39
9999,9999,9999,9999,9746,11215,21sats,,Only Tor,100k sats,1,02bcb3b6fcaf3f02d3e5b19ad8236bccf2e74c6f6fde19299dce6e3974e1e56a2e
9999,9999,9999,9999,9746,11215,014-lnd-gar-nodl-it,,Only Clearnet,100k sats,1,03456853c17774d597493875deebf8b7b6a781ca7a0d0b83bfaf862070f1ba7322
9999,9999,9999,9999,12906,11215,Dan,,Only Clearnet,100k sats,0,02875b2ebd367b26d1cb555fe06b129667b5f2f4d3b5d81dd068a9445750b1b706
9999,9999,9999,9999,9746,11215,0371a88158414b757d38,,Only Tor,100k sats,1,0371a88158414b757d383a59bbabb83bf0e4b9c034e9028fd7f48eb1a0a6174092
9999,9999,9999,9999,9746,11215,nodl-lnd-s007-005,,Only Clearnet,100k sats,1,03ad8c7158ca9841f4d50a29a152de1a88863fb4a27eb3209ff724bd84f6dbeae7
9999,9999,9999,9999,9746,11215,DailyGift,,Only Tor,100k sats,1,03d62bde193cddc7bc20ebc261d9a0fc5d5363d137d6363e58ecaae51e05b112c7
9999,9999,9999,9999,9746,11215,Jev-node,,Only Clearnet,100k sats,1,0371c4efe1e6a46d6b93af3b2fc70fb050cd8656819b39fa889fc8fc01b42684b5
9999,9999,9999,9999,9746,11215,Amdax,,Only Tor,100k sats,1,023aa8a68949798f3a188ad86fa1f009d5d434fdf29a0aab93ed7705db6b40dc24
9999,9999,9999,9999,9746,11215,051-lnd-gar-nodl-it,,Only Clearnet,100k sats,1,02c75b338b07d0058db6a2788b5a4f09302b5bccb55356aa67e0fa39e2854cb811
9999,9999,9999,9999,9746,11215,3afdda5120a5,,Only Clearnet,100k sats,1,03dbb3e046e2b2596e18f90ef5af1093c04662af193cf072ff0411f689d9078c9d
9999,9999,9999,9999,9746,11215,CYBERPUNK,,Only Tor,100k sats,1,02c74ec2aca35f4c601375cdb1354c496d89127db9644e279ba54ef5cb5e725211
9999,9999,9999,9999,9746,11215,rootlnnode,,Only Tor,100k sats,1,038be9186e8444bc39d1e229045e243b6344bd1517618e89e3bd3cd226120a373f
9999,9999,9999,9999,9746,11215,020439fefa80100a7d89,,Only Tor,100k sats,1,020439fefa80100a7d89cefb7c5067ca5ead869707d33a3763f226fb2dafc06e12
9999,9999,9999,9999,9746,11215,03469dc535143846c31a,,Only Tor,100k sats,1,03469dc535143846c31a3e665a0c5b2c41d2fd05efc2500cfef96be5e798e5bec6
9999,9999,9999,9999,9746,11215,023ae7becd1f334e63af,,Only Clearnet,100k sats,1,023ae7becd1f334e63afb62447315b5e993b990c1954971a15f6ade35f7c8b882b
9999,9999,9999,9999,9746,11215,Banga,,Only Tor,100k sats,1,03d5fc9cd651086baf1838bc4bc3f80e76b1db5a81b6fab304a41957cc3972e891
9999,9999,9999,9999,9746,11215,TrustfulNode�,,Only Tor,100k sats,1,03ed34e7fa70aa0a0f97955f4f609346f247cecb77a3639876f2e4a7209f76ab8a
9999,9999,9999,9999,9746,11215,SleeStacking,,Only Tor,100k sats,1,03ed2dacf0b3902f9eec635afd9b59aef1193b8e230771c485c4f9db2c6a59892c
9999,9999,9999,9999,9746,11215,030fc6b8f9c0bc6ded6d,,Only Tor,100k sats,1,030fc6b8f9c0bc6ded6db3a6cc9da7d4f99b48a936563c8621459b7802c44849a3
9999,9999,9999,9999,9746,11215,nodl-52e334b3f897947f7f343d29,,Only Clearnet,100k sats,1,0266942e574d63eeefd985019b6fc03a7134d8611dd87f58abfea760e84b00cf81
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-049,,Only Clearnet,100k sats,1,03c8b047beb36f0d73059d3107572bf3510d2b1e0995c07c93e3513fcded070b4d
9999,9999,9999,9999,9746,11215,030fbc8a249f375c7acb,,Only Tor,100k sats,1,030fbc8a249f375c7acb3dba172e30704abef49869a010df064097f7054de6ef48
9999,9999,9999,9999,9746,11215,02d57b80c4659be65a31,,Only Tor,100k sats,1,02d57b80c4659be65a3105396d8b5564a87117f8f06e1971cabedb8c918019c74b
9999,9999,9999,9999,12906,11215,FAST GENESIS BLOCK,,Only Clearnet,100k sats,0,02c7a23f0acfa4d5e159c2addc4d2c5c4bffd0c39888fcb68205570f4be006175d
9999,9999,9999,9999,9746,11215,nodl-e46690336a82b2d9ddefc19f,,Only Clearnet,100k sats,1,039666b0121f4f4eca26331408cfa328330e32294d757d05c8619d8a33fef7c947
9999,9999,9999,9999,9746,11215,03025c3c51ff3f27f834,,Only Tor,100k sats,1,03025c3c51ff3f27f83478ccc402fd443caad7b5592094871dc81368d28ec352f0
9999,9999,9999,9999,9746,11215,97172b9d3a32,,Only Clearnet,100k sats,1,024676acdbb9018fdd90114c55bf3397af98fa84a809b4c65467953008be92dc83
9999,9999,9999,9999,9746,11215,02acd822c8b8758b1856,,Only Tor,100k sats,1,02acd822c8b8758b1856b7557ac3e4197c4a6bb4c250d612e5093e13c1bfaa7d13
9999,9999,9999,9999,9746,11215,0e055dbbb4e8,,Only Clearnet,100k sats,1,0223019ad880d5610c9fdf420e5f3a0b531925329e1f4222a49aeae6e5e11b4987
9999,9999,9999,9999,9746,11215,nodl-lnd-s008-014,,Only Clearnet,100k sats,1,027898661fa15ed3245ee74b35522bb63700ff927d9a3a5093719e963b8bda3770
9999,9999,9999,9999,9746,11215,0278ad795d67baf9814b,,Only Tor,100k sats,1,0278ad795d67baf9814bc54cc6756ecb1a0fc8e189b29ebca0ab6b4efa2b9e12ac
9999,9999,9999,9999,9746,11215,bitcoiner804,,Only Tor,100k sats,1,02ce3312aa92d9344f0b5040ad6d3771898540cba6724b7056d5e2d58317218f0b
9999,9999,9999,9999,9746,11215,MajicMike,,Only Tor,100k sats,1,02464181ef50b59a26cde9aa37bd32ced1cb1923b4811165fb1e619b7507639083
9999,9999,9999,9999,9746,11215,f9414ba7eddd,,Only Clearnet,100k sats,1,02d188081543e034041b12fc0f87b483bf5935e0f30b949db24fb32917efd7f519
9999,9999,9999,9999,9746,11215,03642d52c79ace01308a,,Only Tor,100k sats,1,03642d52c79ace01308ad05651826294db704397aa552256190aea8114991cbee2
9999,9999,9999,9999,9746,11215,nodl-lnd-s010-004,,Only Clearnet,100k sats,1,03d1c4e6f1758382890840041d2a7067c62292c6d7bc9ba318b44857b1a5ee60e4
9999,9999,9999,9999,9746,11215,0363ec1c019820f1bb09,,Only Tor,100k sats,1,0363ec1c019820f1bb09efae310f0328c047bda8589b8f614fc7ce6df470a4ef7d
9999,9999,9999,9999,9746,11215,KOD.fr 🔵,,Only Tor,100k sats,1,039da7dd4db4790ed4a9a6493ae237f65b47c92af72ba1decad88080048e56f360
9999,9999,9999,9999,9746,11215,nodl-223a6a2c399f49f0025ba851,,Only Clearnet,100k sats,1,03043ccfad51514afc8a2cb68994df198d8aa2cdaea15dfc2530fb40e8edd7dc61
9999,9999,9999,9999,9746,11215,FuckVitalik,,Only Tor,100k sats,1,02b91314c53d6421dd05138298cb2b357e4ed789660dc2e136ed4abc6c0b1c28bd
9999,9999,9999,9999,9746,11215,nym9,,Only Tor,100k sats,1,02715f4dbd672ab01bdd8adf37d1a796f0247b4a15f5c99d17a964246f44a67ccc
9999,9999,9999,9999,9746,11215,02a9a1ce0eedd8f5b2c8,,Only Tor,100k sats,1,02a9a1ce0eedd8f5b2c8b38dd841a8c06a2ce4ce9edcbc227a43da7687073876d1
9999,9999,9999,9999,9746,11215,Crespi,,Only Tor,100k sats,1,0396934c785969142c0522618dc340264e9f06a6c923dfca7ddb5120fd4f12f8c4
9999,9999,9999,9999,9746,11215,02771e4460e5dc8fb377,,Only Tor,100k sats,1,02771e4460e5dc8fb377c4383de50f8b5b0c0f0fa45fd1e56e05195f3676b6fbdd
9999,9999,9999,9999,12906,11215,,,Only Clearnet,100k sats,0,03f44fb753b3671b3ebe43a6f98ba7430f7ddbe5870ab65dd541a6642e73dcfeac
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-045,,Only Clearnet,100k sats,1,02b90aa75643eac224fa60cd818a56d7ab82cd7ac8c85bd0459e71a90559882573
6624,6345,5067,5394,2779,11215,CoinGate,,Only Clearnet,100k sats,5,035c2823f8d1bfade1a30828a60bd7cc4384f991929be791cae39c4877f8652355
5736,6345,5666,5692,5754,11215,02e4d3e9e54e5d9a3e93,,Only Tor,100k sats,2,02e4d3e9e54e5d9a3e93ec9a8b508e670068e12b5d1ef8c772aa007a9c209e9dc4
9999,9999,9999,9999,9746,11215,039da2a14818e57bf38e,,Only Tor,100k sats,1,039da2a14818e57bf38e9ba7b05e4f61db1c0f7029daaa7dd6c951ea42233f9954
9999,9999,9999,9999,9746,11215,039d654e122cc7537512,,Only Tor,100k sats,1,039d654e122cc753751209cff994f9ab8df9ca42004c2951150763869b55199aa0
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-006,,Only Clearnet,100k sats,1,03043f2a6f74597cacdcabf4b86320a9fd397c8c831800d7016592625e1df461e3
9999,9999,9999,9999,9746,11215,039d925e6fabe3183fc7,,Only Tor,100k sats,1,039d925e6fabe3183fc768b854dbd8d547ce9b2434e5642e01793cec2cf75dcac7
9999,9999,9999,9999,9746,11215,nodl-c8057bdc90ce33afe0a1e780,,Only Clearnet,100k sats,1,0270ff84f77830252854a7eecac1c9185be95d8cf3d5bdf2376a924e398da4127d
9999,9999,9999,9999,9746,11215,ATEC2,,Only Tor,100k sats,1,0277d75ca58973a611a8432eaa178383e8e44dabba705f430e9afe481295d1fc16
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-005,,Only Clearnet,100k sats,1,035bb5f5ae3999045a7e201d45ea60114becc3bd63c47202c3fd9d9c25f7259f96
4476,3399,3668,4681,5754,11215,031a52fbcb6d408d36ac,,Only Tor,100k sats,2,031a52fbcb6d408d36aceb21b2d3ec3d2d331e993102596c6e00dbc42cda43ee4f
9999,9999,9999,9999,9746,11215,nodl-cba036fcbf35101cb891c393,,Only Clearnet,100k sats,1,039f863f68f330cbf1abab18b46524e565c0b7d41c253ff84c6b2ae6227bce4647
9999,9999,9999,9999,9746,11215,02071d572c913e85290b,,Only Tor,100k sats,1,02071d572c913e85290b7fbaf46498ca2ae74f40e9e03e15e5388d69d7b23c1e52
9999,9999,9999,9999,9746,11215,026fc5ee552b3c3374ea,,Only Tor,100k sats,1,026fc5ee552b3c3374eaf9eb169a64384aa66b7552220dd41cd119fabda4c8be91
9999,9999,9999,9999,9746,11215,03654ff32e7570863f76,,Only Tor,100k sats,1,03654ff32e7570863f7688854a771c0155cf3ae1526e1d54821494e91a68001e70
9999,9999,9999,9999,12906,11215,currycash,,Only Tor,100k sats,0,036557ea56b3b86f08be31bcd2557cae8021b0e3a9413f0c0e52625c6696972e57
9999,9999,9999,9999,9746,11215,d1eeb5b302c5,,Only Clearnet,100k sats,1,0209353ede22c7e5c74bbe76d58bf569cdb4dc010212977b764af58516d16aa9df
9999,9999,9999,9999,9746,11215,B-node,,Only Tor,100k sats,1,036561015968cd0f67b80ae8d3405289607371809ca4992aae599570d81cc65be5
9999,9999,9999,9999,9746,11215,03594d1796571b4cd23f,,Only Tor,100k sats,1,03594d1796571b4cd23f601184627522632ecdf7477b8b7190d68d0013788f0439
9999,9999,9999,9999,9746,11215,nodl-lnd-s007-004,,Only Clearnet,100k sats,1,02e42a3addb6e92e5bdd4a3720dd44494d9a76caaf1c432a4b2280fc0a006b7158
9999,9999,9999,9999,9746,11215,nodl-lnd-s007-029,,Only Clearnet,100k sats,1,024bcaa32f12514d21c6d474105bd9722d1648c6168e3f7c56436c8768fccb49d6
9999,9999,9999,9999,9746,11215,TCityLightning,,Only Tor,100k sats,1,024be528f37f9a10fea61b92e9d29da81e3327fd425648e9a6d56e7c05472d5ae1
9999,9999,9999,9999,9746,11215,08866fda56b6,,Only Clearnet,100k sats,1,031a203fcc233422e53d7b6b1d7ce2f40f65cda7f4f197cf4eea21aee6f43e51de
9999,9999,9999,9999,9746,11215,039fa87bd57cdfa9f52f,,Only Tor,100k sats,1,039fa87bd57cdfa9f52fc37c7e3372ef20ab388bc80e882c5184c99b0b27cbd281
9999,9999,9999,9999,9746,11215,024bfc621003f6fc305f,,Only Tor,100k sats,1,024bfc621003f6fc305f5fb6c6ab936a0c9da8650364f4f6a5522fd9d531b5b2d3
9999,9999,9999,9999,9746,11215,Flayre,,Only Tor,100k sats,1,0301df61140fa623c6e8acbb4df8ebca3c6b6e0a09b271435d1ecf71e7b0522178
9999,9999,9999,9999,9746,11215,nodl-0a5c12ef55026a089680a1f8,,Only Clearnet,100k sats,1,0365d59eb8d28e35612eae3995b7ac043901866f5afee54043e18f85ac8cbaf099
9999,9999,9999,9999,9746,11215,651a86fb5182,,Only Clearnet,100k sats,1,027a3e1368d3c39e7b5cb5498b0bf3093aa1d3ddeeb1236bf58f075c82ef2ebe3a
9999,9999,9999,9999,9746,11215,Young Family Collective,,Only Tor,100k sats,1,02b901ad67de228220a8a1c3c828272ca4e4aaf4d9afda2569a2b3ba5b23f315b2
9999,9999,9999,9999,9746,11215,turtlesnet,,Only Tor,100k sats,1,024b04120832ed9b8b95dc51580d44bafa53f67053c1c0406d5205f586132673b2
9999,9999,9999,9999,9746,11215,Creatividad Eterna,,Only Tor,100k sats,1,02ad15524e01c8470d174ff86b5bf1dd7510a4369a9e67bda5620587228ddb28ca
9999,9999,9999,9999,9746,11215,Mad_dentist,,Only Tor,100k sats,1,039e69bd9dacf9c4c7122b0f6e28a25b2c35a6372c942edc1e0bd1f9938ad8bbe6
9999,9999,9999,9999,9746,11215,LND.JMorris,,Only Tor,100k sats,1,031971c78945d889b578f25c70c6fbd2e7217545e1176a5a18163e37db5baf0e9e
6624,6345,5269,5077,5754,11215,024b232fde618c622e85,,Only Clearnet,100k sats,2,024b232fde618c622e857164c23b890c221a7bdecca747298894c13531fd8fc9be
9999,9999,9999,9999,9746,11215,b72e8f4092c8,,Only Clearnet,100k sats,1,0223289fa79b65c2c5f24e22db76c13dd3a8a678589754f435bdbc55b969175b9c
9999,9999,9999,9999,9746,11215,NoCa,,Only Tor,100k sats,1,035a27da535cc6cc38ae7723dbfd0f92a26eedb6b505f364738ea2ef358b159ff0
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-032,,Only Clearnet,100k sats,1,024b79e43a25394a20eb6aa13c0d6e027bc2dc0775ed807e3e6704fdb5c19faf0f
9999,9999,9999,9999,9746,11215,03d1f17118fc19f1849d,,Only Tor,100k sats,1,03d1f17118fc19f1849d36038b49277097a0f931c502e8b9a92f883b6b466cd9ce
9999,9999,9999,9999,9746,11215,dentalcook,,Only Tor,100k sats,1,0245ed99ca8b986dbbf55cf4d0a4850bb53a73a31683f055846fcd18ab49876efc
9999,9999,9999,9999,9746,11215,nodl-e867eed63f0356fba6f7f7d1,,Only Clearnet,100k sats,1,02e476beb6f2f1bc9434df3009429b037f40c419c02e1ce4f00f1cbcf5c5c084bf
9999,9999,9999,9999,9746,11215,nodl-49bbea05e4cb67c1a86dbd0e,,Only Clearnet,100k sats,1,035a0d4fb6925a5614c676adbf556230c618b42f305fce38c2d1fd74994bbdfbb2
9999,9999,9999,9999,9746,11215,WPILNDNode,,Only Tor,100k sats,1,03f70406e11db75739f475fdfec65c37c9f090882d6002b9134d0a3b20297c0f20
9999,9999,9999,9999,9746,11215,fr33node,,Only Tor,100k sats,1,02e45ec6486ad8d2b2dcfe3e994f89035f7f1975e800bfe56f030d910647601199
9999,9999,9999,9999,9746,11215,nodl-lnd-s008-046,,Only Clearnet,100k sats,1,039ca8748741c2c17444aa1ad295e39b7f956b882792536870a5bc5b274261501f
9999,9999,9999,9999,9746,11215,035cd1ad47b8308f2129,,Only Tor,100k sats,1,035cd1ad47b8308f2129d97ba2885982d7766bc323f03f0d3dc78158d9167a71aa
9999,9999,9999,9999,9746,11215,efbdbfff4e36,,Only Clearnet,100k sats,1,039a82981869b0e1caa5022cdbffabd9fade4d40cffcb74f2d663f544d8cac79f8
9999,9999,9999,9999,9746,11215,Senjougahara's Node,,Only Tor,100k sats,1,02484126fd8c1765e9749247e61c0f47985cde2c8285f95fd288a80a3be6f668ca
9999,9999,9999,9999,9746,11215,btc,,Only Tor,100k sats,1,03619a27cc764f8efbdd352edae60afa5af6c6dfca56a47f9d4f4bf734773a5537
9999,9999,9999,9999,9746,11215,nodl-47136ed9d8ab44dc36572f86,,Only Clearnet,100k sats,1,027270a96c92b1ed9f8d05a7134354ce5d045afaef0d270ff520c59ef3aa73172c
9999,9999,9999,9999,9746,11215,d116a7992bc1,,Only Clearnet,100k sats,1,0249752f6876176f74f312858e831cdb26036ed57b41f1f31d82953429e1b3644a
9999,9999,9999,9999,9746,11215,mynodebtc.com [myNode],,Only Tor,100k sats,1,0207964e292f00c627cb8617a675b4952194c846167e171cfb83f389c84c76b931
9999,9999,9999,9999,9746,11215,nodl-90f5c5799328b6d0d424e777,,Only Clearnet,100k sats,1,0274e7bd9f5bd571499d776f405046bd58cc5e81ef78a10695c769844a850d725a
9999,9999,9999,9999,9746,11215,nodl-lnd-s008-017,,Only Clearnet,100k sats,1,02753e74329fedfd3d00630de58db75487a7522dda114548eb0a4f814acb81c241
9999,9999,9999,9999,9746,11215,7f0535614fa5,,Only Clearnet,100k sats,1,0317a1fb589e9820ea80a57f576618ee629ef026134b518bf199e5e7bf43fba830
9999,9999,9999,9999,9746,11215,5amsek,,Only Tor,100k sats,1,031609addaa2a0a6e10e1ad8441bd9f394e3e144f92a8bedb89642a841ff763067
9999,9999,9999,9999,9746,11215,nodl-24c94c11291fe146d630d5b3,,Only Clearnet,100k sats,1,024947bedd41d837770374258c0079e7768e5e48582b288f4c91590ce6850a68b0
9999,9999,9999,9999,9746,11215,nodl-lnd-s002-041,,Only Clearnet,100k sats,1,0222d6e618b70586bc03f2afd88135279aba578810671569071f112fa011fc627f
9999,9999,9999,9999,9746,11215,MoBlitz,,Only Tor,100k sats,1,03602c884afc02d55d25bd90122775dd759770abffce3f1f86a35a67cad0779120
9999,9999,9999,9999,12906,11215,mssa,,Only Clearnet,100k sats,0,02b95713bbe4609a337f3ca5aab3a75674083ddf5331a462819b6c70f415497c98
9999,9999,9999,9999,9746,11215,bayfamily,,Only Tor,100k sats,1,02e61daed292fd14f01cca8381783f3600faf916fac9c64877e9c244db33d84cfc
9999,9999,9999,9999,9746,11215,LND,,Only Tor,100k sats,1,03f5c7d0b2bda82b66b2431121b340bb5e181899022e657a64f73058a6fd27ed53
9999,9999,9999,9999,9746,11215,8989763f7980,,Only Clearnet,100k sats,1,03dd9c040ddb6c4d5fb9c78c2dc099f50ac8223ae29f53cbed496368cbad0d5dd3
9999,9999,9999,9999,9746,11215,02e5e7238ada52240cda,,Only Tor,100k sats,1,02e5e7238ada52240cdac5192d593504fe845b30a4387e759bbe56d8f2aa413d8b
9999,9999,9999,9999,9746,11215,02ab8c5ec394fcf5693e,,Only Tor,100k sats,1,02ab8c5ec394fcf5693e115745840e9531d10e742eda90b60ffc944fe8486d09f9
9999,9999,9999,9999,9746,11215,ChainPay2,,Only Tor,100k sats,1,02745a5f7475f7e76832397fc266b3a19fd15e6d23aee338ee8c80d7aba6e286bb
9999,9999,9999,9999,9746,11215,730c6faef952,,Only Clearnet,100k sats,1,03163a1c00aaed0d8e4f087b26ae39efff50d59959b11e77a3fa5d137aa4f3cc9c
9999,9999,9999,9999,9746,11215,0316dd8417603f636933,,Only Tor,100k sats,1,0316dd8417603f636933deaa704917f74030f9fda353d95b0d0b16e5a12b194534
9999,9999,9999,9999,9746,11215,rocktbear,,Only Tor,100k sats,1,039968c2aecf9bc22ac493afca8c88bade1d81ddbb9ee955b25f0855f96f291db8
9999,9999,9999,9999,9746,11215,nodl-lnd-s003-021,,Only Clearnet,100k sats,1,02743280889fdeccd9f2fe06db9df989a023f81cb0512d94228ede2359b49bc2b1
5736,4240,3737,4753,5754,11215,Ghana Dot Com,,Only Clearnet,100k sats,2,03611d57f417ecd086539f5f3ea229c85640a76416b49f8420473a6b8ca3a30aed
9999,9999,9999,9999,9746,11215,Top Secret,,Only Tor,100k sats,1,0249045faa146fc5a8a21a6863546df58557fd13b3eb5bfe7718b994159a945a0e
9999,9999,9999,9999,9746,11215,botman,,Only Tor,100k sats,1,0361562c08f1d3a075b1120768c6d9d86acd652ab68efa03c2cfec78d332ac200f
9999,9999,9999,9999,9746,11215,SquirrelBlitz,,Only Tor,100k sats,1,03dded1656a325aca5a08c45cc77d3d5c55c58373668ac05144856dda1af9a82d6
9999,9999,9999,9999,12906,11215,ANGRYTRINITY,,Only Clearnet,100k sats,0,0247debede9d4c4c3df2a2c117f1599a295a848fa94426e8f9bb03db4e7d238cf9
9999,9999,9999,9999,9746,11215,2ea174b385ea,,Only Clearnet,100k sats,1,02e55c0ab6f7a025bb0a9c214a00aca661d31259c3b2fee00ea3b10300f6345667
9999,9999,9999,9999,9746,11215,0271f029d169354be472,,Only Tor,100k sats,1,0271f029d169354be472a78ac7a677810e4c37c786eb2cf7b4b572ccac88962ef4
9999,9999,9999,9999,9746,11215,insightful-bits-mainnet,,Only Tor,100k sats,1,03f65e3f18043d2e075224cf31a6a25296aa1e957e521de2eae1086dd625031669
9999,9999,9999,9999,9746,11215,mynodebtc.com [myNode],,Only Tor,100k sats,1,03f4ee1fd54cf804e4add3aef7bdcef59ebc6b0fb48abfcd8007ef0b9b2bb97145
9999,9999,9999,9999,9746,11215,024779cd9f7e28201c35,,Only Tor,100k sats,1,024779cd9f7e28201c35b50cca18aa6bce494d485ce94816e0fdbb306a550436db
9999,9999,9999,9999,9746,11215,d202203db473,,Only Clearnet,100k sats,1,02d121d7aee246d986d0487d476e5fff7f0c68ac2bbf196f86371a628f59ea3023
9999,9999,9999,9999,9746,11215,nodl-lnd-s002-003,,Only Clearnet,100k sats,1,02757a94dd86865e9eb3c58b9c76f98b219f3eeeb6c796e67cb3afb183e6ec2c8b
9999,9999,9999,9999,9746,11215,nodl-a3f45470c1fa181cc32fde12,,Only Clearnet,100k sats,1,0276abbf2ab220e29262ec7a27f7679b56080c3ea154ac81f2607e81af8c58b866
9999,9999,9999,9999,9746,11215,Node-Satoshi,,Only Tor,100k sats,1,03f481afb778d13ba7e783e3ba46d80c29a4d5d435afef6290e118c3cde87d8c14
9999,9999,9999,9999,9746,11215,e0f14834476c,,Only Clearnet,100k sats,1,02a9d7e7754d43a703c0e4237d6a437709467e75fc7e9394be5899632be5ab16c9
9999,9999,9999,9999,9746,11215,039c8d006b150a2e02ce,,Only Tor,100k sats,1,039c8d006b150a2e02ce6149b45415148cd9430c3ff80080cf1a76ca049b162b5e
9999,9999,9999,9999,9746,11215,03de292d4e85ba32ac50,,Only Tor,100k sats,1,03de292d4e85ba32ac504ed0921e5c96cdcb11d87ac3c02ef4e5e4acd25c2d6ac6
9999,9999,9999,9999,9746,11215,raspibolt,,Only Tor,100k sats,1,02d11aa8292d4e7b3133fb76392b9a7987e6e92c6315e611a9e531743d5c65d792
9999,9999,9999,9999,9746,11215,nodl-980088517eb906c9532aeb68,,Only Clearnet,100k sats,1,039761972de6265107a60185e873c38ceca1944a6e4646528ef3ca97748c2f7043
9999,9999,9999,9999,9746,11215,EmJ,,Only Tor,100k sats,1,0275848f93ba643dc7f2ef4594463200de7a45329660b647040da4c5ef75a3e16f
9999,9999,9999,9999,9746,11215,landifa,,Only Tor,100k sats,1,035e784f4b83a9fbaf7a3d39f9bddb49558937166084c4da89fb3b1dbcb1cba193
9999,9999,9999,9999,9746,11215,0275ae0a4076d53baee5,,Only Tor,100k sats,1,0275ae0a4076d53baee56e59e6e79846e9935933521ac819f259af323f4d5da1e2
9999,9999,9999,9999,9746,11215,0275bbb7b06f4dd413ad,,Only Tor,100k sats,1,0275bbb7b06f4dd413ad4480509698e1ee6ea8afbfb2b3bb6390b346c2688f86ad
9999,9999,9999,9999,9746,11215,nodl-lnd-s002-016,,Only Clearnet,100k sats,1,0397d4270cd2b7e56a860f7cd893dde18341dafeed4906bc316425802b76bab91c
9999,9999,9999,9999,9746,11215,nodl-lnd-s009-025,,Only Clearnet,100k sats,1,0397c3472c5d31e630afb1de329982506d55b196b9ee86045cb790aaf9fa6800c2
9999,9999,9999,9999,9746,11215,0315ef30b1e0bafa2a22,,Only Tor,100k sats,1,0315ef30b1e0bafa2a22fb89dbcae19427cbea61fec1345e772056f5cba4137a9f
9999,9999,9999,9999,9746,11215,[DEV] 🇨🇭 Swiss Bitcoin Pay,,Only Tor,100k sats,1,035e1f9598a6c4958ab23683986585d52c699062d04b5c802396251e21d9a5c017
